segment,memory,trial,reaction_time,retention_time
0,0,0,2.3823823823823824,1.931931931931932
0,0,1,1.7517517517517518,2.3423423423423424
0,0,2,1.1011011011011012,8.008008008008009
0,0,3,,0.0
0,0,4,1.2612612612612613,8.008008008008009
0,0,5,1.5715715715715715,1.981981981981982
0,0,6,0.7907907907907907,2.4224224224224224
0,0,7,,0.0
0,0,8,1.8918918918918919,3.043043043043043
0,0,9,1.7517517517517518,4.074074074074074
0,0,10,3.023023023023023,1.2812812812812813
0,0,11,,0.15015015015015015
0,0,12,1.031031031031031,4.854854854854855
0,0,13,,0.04004004004004004
0,0,14,0.9409409409409409,8.008008008008009
0,0,15,1.6716716716716717,8.008008008008009
0,0,16,1.8218218218218218,0.24024024024024024
0,0,17,1.4214214214214214,8.008008008008009
0,0,18,3.3933933933933935,0.24024024024024024
0,0,19,,0.0
0,0,20,1.8018018018018018,1.7117117117117118
0,0,21,,0.0
0,0,22,1.001001001001001,5.585585585585585
0,0,23,,0.0
0,0,24,1.3713713713713713,7.367367367367367
0,0,25,,0.0
0,0,26,,0.11011011011011011
0,0,27,1.3613613613613613,6.256256256256256
0,0,28,,0.9109109109109109
0,0,29,1.1411411411411412,8.008008008008009
0,0,30,,0.0
0,0,31,,0.0
0,0,32,1.8818818818818819,1.1811811811811812
0,0,33,1.8718718718718719,2.8728728728728727
0,0,34,1.7617617617617618,5.255255255255255
0,0,35,1.3113113113113113,4.064064064064064
0,0,36,1.7517517517517518,6.016016016016016
0,0,37,,0.3203203203203203
0,0,38,1.3513513513513513,2.982982982982983
0,0,39,1.7017017017017018,5.885885885885886
0,0,40,1.1511511511511512,3.3933933933933935
0,0,41,1.1311311311311312,7.4274274274274275
0,0,42,3.2332332332332334,0.17017017017017017
0,0,43,,0.0
0,0,44,1.8818818818818819,0.7107107107107107
0,0,45,1.5815815815815815,1.1211211211211212
0,0,46,1.6416416416416417,3.893893893893894
0,0,47,1.1511511511511512,3.3733733733733735
0,0,48,1.1411411411411412,8.008008008008009
0,0,49,,0.0
